card_id,traj_id,task,agent,model,reward,n_steps,t,w,kind,n_reads,votes,gold,binary,unanimous,n_readers_total,detail,channels,has_round2,round2_label,reason
tb2_adaptive-rejection-sampler__sNuF5zZ_18,adaptive-rejection-sampler__sNuF5zZ,adaptive-rejection-sampler,openhands,gemini-2.5-pro@gemini,0,96,18,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,I,1,PRODUCTIVE,Steps 12-18 create and extend /app/ars.R into a real implementation with input validation; the edit failed at 14 but the durable change survived.
tb2_adaptive-rejection-sampler__sNuF5zZ_41,adaptive-rejection-sampler__sNuF5zZ,adaptive-rejection-sampler,openhands,gemini-2.5-pro@gemini,0,96,41,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,I/E,1,PRODUCTIVE,Step 38 yields a new error ('x' not found in sample_from_p); edits at 34 and 40 to ars.R survive and 41 re-runs the test.
tb2_adaptive-rejection-sampler__sNuF5zZ_70,adaptive-rejection-sampler__sNuF5zZ,adaptive-rejection-sampler,openhands,gemini-2.5-pro@gemini,0,96,70,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,I,1,PRODUCTIVE,Steps 63-66 replace placeholder hull sampling with real numeric differentiation in ars.R; the code durably advances although step 68 still exits -1.
tb2_adaptive-rejection-sampler__sNuF5zZ_79,adaptive-rejection-sampler__sNuF5zZ,adaptive-rejection-sampler,openhands,gemini-2.5-pro@gemini,0,96,79,10,position,1,STAGNANT,STAGNANT,1,1,2,repeat_verify,NONE,1,STAGNANT,Steps 75-76 re-run the same Rscript test with identical exit -1; edits at 70 and 72 fail and no channel moves.
tb2_bn-fit-modify__MXHjNK8_13_ctrlPROD,bn-fit-modify__MXHjNK8,bn-fit-modify,mini-swe-agent,gemini-2.5-flash@gemini,0,83,13,10,control_productive,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I/V,1,PRODUCTIVE,Errors advance each run: missing pandas (5) to pgmpy import failure (10) to GaussianCPD ImportError (12); step 13 finds the renamed API.
tb2_bn-fit-modify__MXHjNK8_18_ctrlSTAG,bn-fit-modify__MXHjNK8,bn-fit-modify,mini-swe-agent,gemini-2.5-flash@gemini,0,83,18,10,control_stagnant,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I/V,1,PRODUCTIVE,"Steps 13-15: found LinearGaussianCPD, patched the import, script went exit 1 to exit 0. E/I/V advanced before the identical repeats at 16-18."
tb2_bn-fit-modify__MXHjNK8_35,bn-fit-modify__MXHjNK8,bn-fit-modify,mini-swe-agent,gemini-2.5-flash@gemini,0,83,35,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,I/E,1,PRODUCTIVE,"Step 29 creates solve_bn_part1.py; steps 30-35 refine it and step 35 rules out alpha tuning, since PC still finds 7 edges."
tb2_bn-fit-modify__MXHjNK8_53,bn-fit-modify__MXHjNK8,bn-fit-modify,mini-swe-agent,gemini-2.5-flash@gemini,0,83,53,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/V,1,PRODUCTIVE,"Step 47 diagnosed the stale weights argument, step 49 revealed a sed-induced IndentationError and step 52 surfaced a new NameError, past the former TypeError blocker."
tb2_bn-fit-modify__MXHjNK8_78,bn-fit-modify__MXHjNK8,bn-fit-modify,mini-swe-agent,gemini-2.5-flash@gemini,0,83,78,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,I/V,1,PRODUCTIVE,Steps 71-73 move past the BayesianModelSampling error to a new topological_sort error; edits at 74-78 survive into the successful run.
tb2_build-pov-ray__RLBcWPD_21,build-pov-ray__RLBcWPD,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,0,97,21,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I/V,1,PRODUCTIVE,"Steps 12-19 read unix.doc, then durably create build dir, copy sources, set config.h and makefile; step 20 reveals the missing toolchain."
tb2_build-pov-ray__RLBcWPD_41,build-pov-ray__RLBcWPD,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,0,97,41,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I/V,1,PRODUCTIVE,"Steps 32-34 extracted povdoc includes, moving past the missing shapes.inc blocker to a segfault; 36-41 rebuilt the tree with debug flags."
tb2_build-pov-ray__RLBcWPD_63,build-pov-ray__RLBcWPD,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,0,97,63,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,I,1,PRODUCTIVE,
tb2_build-pov-ray__RLBcWPD_85,build-pov-ray__RLBcWPD,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,0,97,85,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,I/E,1,PRODUCTIVE,Step 79 edits dump.c and 80 recompiles; 83 rules out the freopen hypothesis; 84 shows illum1.tga renders non-empty (30018 bytes).
tb2_chess-best-move__BjEPAPq_15,chess-best-move__BjEPAPq,chess-best-move,judy,claude-opus-4.6@anthropic,0,34,15,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I/V,1,PRODUCTIVE,"Steps 11-14 found the missing white king, corrected the FEN and verified e2e4 checkmate; step 15 wrote e2e4 to /app/move.txt."
tb2_chess-best-move__BjEPAPq_21,chess-best-move__BjEPAPq,chess-best-move,judy,claude-opus-4.6@anthropic,0,34,21,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,I/V,1,PRODUCTIVE,Steps 12-16 confirm Qe2e4 checkmate with python-chess and write plus verify app/move.txt; steps 18-21 are harness-forced reporting.
tb2_chess-best-move__BjEPAPq_29,chess-best-move__BjEPAPq,chess-best-move,judy,claude-opus-4.6@anthropic,0,34,29,10,position,1,DONE_REDUNDANT,DONE_REDUNDANT,1,1,2,,NONE,1,DONE_REDUNDANT,move.txt was written and the mate verified at steps 12-16; steps 20-29 only re-report and re-verify with no new goal.
tb2_cobol-modernization__D37VA7b_116,cobol-modernization__D37VA7b,cobol-modernization,openhands,claude-sonnet-4-5-20250929@anthropic,1,126,116,10,position,1,DONE_REDUNDANT,DONE_REDUNDANT,1,1,2,post_completion,NONE,1,DONE_REDUNDANT,"Diff and cmp already proved identical output at steps 104-106; steps 107-116 re-run program.py/program and re-verify with ls, adding no new goal."
tb2_cobol-modernization__D37VA7b_27,cobol-modernization__D37VA7b,cobol-modernization,openhands,claude-sonnet-4-5-20250929@anthropic,1,126,27,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E,1,PRODUCTIVE,Steps 23-24 compile the reference COBOL program and 26 shows its output 'Transaction failed due to validation errors'; 18 finds cobc.
tb2_cobol-modernization__D37VA7b_56,cobol-modernization__D37VA7b,cobol-modernization,openhands,claude-sonnet-4-5-20250929@anthropic,1,126,56,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I,1,STAGNANT,Step 50 identified the 15-byte versus 22-byte INPUT.DAT record padding and step 54 showed COBOL and Python now fail identically; step 56 edited program.py.
tb2_cobol-modernization__D37VA7b_74,cobol-modernization__D37VA7b,cobol-modernization,openhands,claude-sonnet-4-5-20250929@anthropic,1,126,74,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,V,1,PRODUCTIVE,Steps 66-72 show python3 program.py succeeding and all three DAT files diff-identical to the COBOL output.
tb2_cobol-modernization__wX7wSXK_24,cobol-modernization__wX7wSXK,cobol-modernization,gemini-cli,gemini-2.5-pro@gemini,0,77,24,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I/V,1,PRODUCTIVE,Step 16 parse fix made the script exit 0; step 18 diff matched COBOL output; 21-22 a valid INPUT.DAT ran COBOL successfully.
tb2_cobol-modernization__wX7wSXK_32,cobol-modernization__wX7wSXK,cobol-modernization,gemini-cli,gemini-2.5-pro@gemini,0,77,32,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I,1,PRODUCTIVE,
tb2_cobol-modernization__wX7wSXK_55,cobol-modernization__wX7wSXK,cobol-modernization,gemini-cli,gemini-2.5-pro@gemini,0,77,55,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E,1,REGRESSION,"Steps 46-49 decode golden TRANSACTIONS/ACCOUNTS byte formats and rule out the scaling hypothesis, but 50-53 destroy INPUT.DAT and break the COBOL build."
tb2_cobol-modernization__wX7wSXK_67,cobol-modernization__wX7wSXK,cobol-modernization,gemini-cli,gemini-2.5-pro@gemini,0,77,67,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I,1,PRODUCTIVE,"Step 59 located the golden COBOL outputs in /tmp/cobol_output_success and step 62 zero-padded balances in program.py, but step 66 still prints validation errors."
tb2_compile-compcert__DkH2JMz_20,compile-compcert__DkH2JMz,compile-compcert,deepagent-harbor,gpt-5.2-codex@openai,0,81,20,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E,1,PRODUCTIVE,Steps 13-20 rule out the compcert.org release URL (HTML payload; HTTP 404 at 20) and pin the missing CA certificate blocker.
tb2_compile-compcert__DkH2JMz_41,compile-compcert__DkH2JMz,compile-compcert,deepagent-harbor,gpt-5.2-codex@openai,0,81,41,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I/V,1,PRODUCTIVE,Step 32 shows Coq 8.18 unsupported; 33-36 read configure and install deps
tb2_compile-compcert__DkH2JMz_60,compile-compcert__DkH2JMz,compile-compcert,deepagent-harbor,gpt-5.2-codex@openai,0,81,60,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I/V,1,PRODUCTIVE,Steps 55-57 make produced ccomp and it runs reporting 3.13; 58-60 read VERSION and tarball exposing the 3.13-versus-3.13.1 gap.
tb2_compile-compcert__DkH2JMz_69,compile-compcert__DkH2JMz,compile-compcert,deepagent-harbor,gpt-5.2-codex@openai,0,81,69,10,position,1,DONE_REDUNDANT,DONE_REDUNDANT,1,1,2,post_completion,NONE,1,PRODUCTIVE,"Steps 56-58 already confirmed ccomp 3.13 and the built tree; steps 60-69 just re-read VERSION, ini, Makefile and re-check versioning already established."
tb2_compile-compcert__qeLnFSj_18,compile-compcert__qeLnFSj,compile-compcert,codex,gpt-5@openai,0,71,18,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E,1,PRODUCTIVE,Step 9 lists the CompCert source tree; 13 exposes the actionable 'ocamlfind: Package menhirLib not found' blocker that shapes the eventual fix.
tb2_compile-compcert__qeLnFSj_32,compile-compcert__qeLnFSj,compile-compcert,codex,gpt-5@openai,0,71,32,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E,1,PRODUCTIVE,"Steps 23-30 diagnosed the menhirLib location and traced the missing driver/Driver.cmx, turning a bare modorder failure into a concrete dependency diagnosis."
tb2_compile-compcert__qeLnFSj_48_ctrlPROD,compile-compcert__qeLnFSj,compile-compcert,codex,gpt-5@openai,0,71,48,10,control_productive,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I,1,PRODUCTIVE,Step 45 reveals the correct opam switch options and step 48 initialises the coq-released repo inside the CompCert switch despite the timeout.
tb2_compile-compcert__qeLnFSj_49,compile-compcert__qeLnFSj,compile-compcert,codex,gpt-5@openai,0,71,49,10,position,1,BLOCKED_EXTERNAL,BLOCKED_EXTERNAL,,1,2,,NONE,1,STAGNANT,Step 48's opam switch/repository setup times out after 683s with the coq-released download still in flight; step 49 continues that same external operation.
tb2_compile-compcert__qeLnFSj_60,compile-compcert__qeLnFSj,compile-compcert,codex,gpt-5@openai,0,71,60,10,position,1,STAGNANT,STAGNANT,1,1,2,repeat_search,NONE,1,STAGNANT,"Steps 51-59 curl 404s, opam reports no compcert package, search scrapes fail with syntax errors; no edit, build or new fact."
tb2_configure-git-webserver__KfqGfWa_16_ctrlPROD,configure-git-webserver__KfqGfWa,configure-git-webserver,judy,claude-opus-4.6@anthropic,0,50,16,10,control_productive,2,PRODUCTIVE|PRODUCTIVE,PRODUCTIVE,0,1,3,,I/V,1,PRODUCTIVE,
tb2_configure-git-webserver__KfqGfWa_26,configure-git-webserver__KfqGfWa,configure-git-webserver,judy,claude-opus-4.6@anthropic,0,50,26,10,position,1,DONE_REDUNDANT,DONE_REDUNDANT,1,1,2,,V,1,DONE_REDUNDANT,"Full clone-commit-push plus curl returned hello world at step 24, then steps 25-26 kept re-cleaning and re-initializing the already-verified server."
tb2_configure-git-webserver__KfqGfWa_34,configure-git-webserver__KfqGfWa,configure-git-webserver,judy,claude-opus-4.6@anthropic,0,50,34,10,position,1,DONE_REDUNDANT,DONE_REDUNDANT,1,1,2,,NONE,1,DONE_REDUNDANT,"Step 24 already returned ""hello world"" from the clone-push-curl workflow; steps 25-34 only clean up and re-report."
tb2_configure-git-webserver__KfqGfWa_46,configure-git-webserver__KfqGfWa,configure-git-webserver,judy,claude-opus-4.6@anthropic,0,50,46,10,position,1,DONE_REDUNDANT,DONE_REDUNDANT,1,1,2,,NONE,1,PRODUCTIVE,Server verified at steps 24-28 (push plus curl hello world); the window only re-runs clone/commit/push/curl end-to-end tests (37-46) with no new goal.
tb2_configure-git-webserver__Noh5oyF_15,configure-git-webserver__Noh5oyF,configure-git-webserver,deepagent-harbor,gpt-5.2-codex@openai,0,45,15,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I/V,1,PRODUCTIVE,"Steps 9-15 created the bare repo, git_httpd.pl and post-receive hook; the clone/commit/push cycle at 15 succeeded end to end."
tb2_configure-git-webserver__Noh5oyF_25,configure-git-webserver__Noh5oyF,configure-git-webserver,deepagent-harbor,gpt-5.2-codex@openai,0,45,25,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I,1,PRODUCTIVE,
tb2_configure-git-webserver__Noh5oyF_32,configure-git-webserver__Noh5oyF,configure-git-webserver,deepagent-harbor,gpt-5.2-codex@openai,0,45,32,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,I/V,1,DONE_REDUNDANT,"Step 23 rewrites git_httpd.pl and 27's curl returns 'hello world', the task's success criterion, after failing with exit 7 at 17."
tb2_configure-git-webserver__Noh5oyF_39,configure-git-webserver__Noh5oyF,configure-git-webserver,deepagent-harbor,gpt-5.2-codex@openai,0,45,39,10,position,1,DONE_REDUNDANT,DONE_REDUNDANT,1,1,2,,V,1,DONE_REDUNDANT,"Curl returned hello world at steps 27 and 34 during the window; steps 30-38 only tear down, rebuild and re-verify the same working pipeline."
tb2_custom-memory-heap-crash__dE3EWmb_145,custom-memory-heap-crash__dE3EWmb,custom-memory-heap-crash,claude-code,claude-haiku-4-5-20251001@anthropic,0,241,145,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E,1,PRODUCTIVE,Steps 136-145 add new binary evidence (no operator delete at 143; CustomHeapManager destructor at 0x16ce0 at 145) though step 141 still segfaults.
tb2_custom-memory-heap-crash__dE3EWmb_202,custom-memory-heap-crash__dE3EWmb,custom-memory-heap-crash,claude-code,claude-haiku-4-5-20251001@anthropic,0,241,202,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I/V,1,STAGNANT,Step 193 edits user.cpp and 195 rebuilds so release no longer segfaults; 196-199 rule out the destructor theory
tb2_custom-memory-heap-crash__dE3EWmb_56,custom-memory-heap-crash__dE3EWmb,custom-memory-heap-crash,claude-code,claude-haiku-4-5-20251001@anthropic,0,241,56,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I,1,PRODUCTIVE,"Steps 54-55 read main.cpp and identified the destructor at lines 33-39; user.cpp edits at 48, 52, 56 are durable artefact changes."
tb2_custom-memory-heap-crash__dE3EWmb_97,custom-memory-heap-crash__dE3EWmb,custom-memory-heap-crash,claude-code,claude-haiku-4-5-20251001@anthropic,0,241,97,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I,1,PRODUCTIVE,
tb2_db-wal-recovery__6nzz2fq_106,db-wal-recovery__6nzz2fq,db-wal-recovery,codex,gpt-5-codex@openai,0,117,106,10,position,1,STAGNANT,STAGNANT,1,1,2,irrelevant_exploration,NONE,1,STAGNANT,"Steps 97-106 rummage through /proc/mountinfo, docker overlay dirs and /dev/md plus missing docker auth files; nothing new about the WAL or recovered.json."
tb2_db-wal-recovery__6nzz2fq_20,db-wal-recovery__6nzz2fq,db-wal-recovery,codex,gpt-5-codex@openai,0,117,20,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E,1,PRODUCTIVE,"Steps 15-20 established that main.db-wal is absent while main.db holds only five records, and extracted the items schema, narrowing the recovery problem."
tb2_db-wal-recovery__6nzz2fq_46,db-wal-recovery__6nzz2fq,db-wal-recovery,codex,gpt-5-codex@openai,0,117,46,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E,1,STAGNANT,Step 45 greps the items schema and step 46 reveals item-name strings in main.db; steps 37-44 are mostly silent filesystem probing.
tb2_db-wal-recovery__6nzz2fq_78,db-wal-recovery__6nzz2fq,db-wal-recovery,codex,gpt-5-codex@openai,0,117,78,10,position,1,STAGNANT,STAGNANT,1,1,2,repeat_search,NONE,1,STAGNANT,Steps 69-75 again search for the absent main.db-wal in daytona and docker paths and 76-78 return nothing new; no recovery artefact or verification movement.
tb2_db-wal-recovery__mUwQ8nv_23,db-wal-recovery__mUwQ8nv,db-wal-recovery,terminus-2,gpt-5.1-codex@openai,0,63,23,10,position,1,STAGNANT,STAGNANT,1,1,2,no_tool_text_loop,NONE,1,STAGNANT,"Steps 14-23 repeat an identical no-tool analysis and plan about the missing WAL, with no tool calls and no new output."
tb2_db-wal-recovery__mUwQ8nv_33,db-wal-recovery__mUwQ8nv,db-wal-recovery,terminus-2,gpt-5.1-codex@openai,0,63,33,10,position,1,STAGNANT,STAGNANT,1,1,2,no_tool_text_loop,NONE,1,STAGNANT,The find at 24 only returned unrelated wal system files; steps 26-33 then repeat the same analysis with no tool calls and no new output.
tb2_db-wal-recovery__mUwQ8nv_47,db-wal-recovery__mUwQ8nv,db-wal-recovery,terminus-2,gpt-5.1-codex@openai,0,63,47,10,position,1,STAGNANT,STAGNANT,1,1,2,no_tool_text_loop,NONE,1,STAGNANT,Steps 38-46 repeat the same no-tool 'WAL missing' message with no new terminal output; 47's ls only repeats the known listing of main.db.
tb2_db-wal-recovery__mUwQ8nv_54,db-wal-recovery__mUwQ8nv,db-wal-recovery,terminus-2,gpt-5.1-codex@openai,0,63,54,10,position,1,STAGNANT,STAGNANT,1,1,2,no_tool_text_loop,NONE,1,STAGNANT,Steps 45-54 repeat the same analysis that main.db-wal is missing and nothing new is possible; step 47's ls returns identical output.
tb2_db-wal-recovery__rwGVtyu_16,db-wal-recovery__rwGVtyu,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,45,16,10,position,1,STAGNANT,STAGNANT,1,1,2,irrelevant_exploration,NONE,1,STAGNANT,Steps 7-16 hunt the missing WAL through docker layers and /dev/md1; step 16 mknod-then-removes it; nothing task-relevant is learned.
tb2_db-wal-recovery__rwGVtyu_25_ctrlSTAG,db-wal-recovery__rwGVtyu,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,45,25,10,control_stagnant,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E,1,STAGNANT,Step 16 confirms the WAL is absent after unlink; 18-21 rule out docker
tb2_db-wal-recovery__rwGVtyu_27,db-wal-recovery__rwGVtyu,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,45,27,10,position,1,STAGNANT,STAGNANT,1,1,2,no_new_information,NONE,1,STAGNANT,"Steps 19-25 re-confirm the WAL is gone and one filesystem scan returns empty output until interrupted at 27; nothing learned, changed or verified."
tb2_db-wal-recovery__rwGVtyu_32,db-wal-recovery__rwGVtyu,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,45,32,10,position,1,BLOCKED_EXTERNAL,BLOCKED_EXTERNAL,,1,2,,NONE,1,STAGNANT,Steps 23-31 all return empty terminal output while the filesystem walk hangs; step 26 notes the script is still scanning and the terminal is unresponsive.
tb2_db-wal-recovery__rwGVtyu_37,db-wal-recovery__rwGVtyu,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,45,37,10,position,1,STAGNANT,STAGNANT,1,1,2,no_new_information,NONE,1,STAGNANT,Steps 28-36 are a hung terminal: repeated Ctrl+C with empty output until 36 kills it; only 37's /root listing is new.
tb2_db-wal-recovery__urEH2nP_14_ctrlSTAG,db-wal-recovery__urEH2nP,db-wal-recovery,openhands,gpt-5-nano@openai,0,71,14,10,control_stagnant,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/V,1,PRODUCTIVE,"Steps 6-12 confirmed the schema, integrity check ok and an ineffective checkpoint, and step 14 verified only five base rows are visible."
tb2_db-wal-recovery__urEH2nP_17,db-wal-recovery__urEH2nP,db-wal-recovery,openhands,gpt-5-nano@openai,0,71,17,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E,1,PRODUCTIVE,Step 8 dumps the five base records; step 10 returns integrity ok; step 16 establishes that main.db-wal does not exist.
tb2_db-wal-recovery__urEH2nP_38,db-wal-recovery__urEH2nP,db-wal-recovery,openhands,gpt-5-nano@openai,0,71,38,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I/V,1,PRODUCTIVE,Step 30 shows recovered.sql holds only errors; step 34 finds items data in the WAL strings and 35-38 extracts five records and starts writing JSON.
tb2_db-wal-recovery__urEH2nP_46,db-wal-recovery__urEH2nP,db-wal-recovery,openhands,gpt-5-nano@openai,0,71,46,10,position,1,STAGNANT,STAGNANT,1,1,2,no_new_information,NONE,1,STAGNANT,"Steps 37-46 only reprint the already-known five rows as JSON without writing any file, plus task tracker and uname probes."
tb2_db-wal-recovery__urEH2nP_67,db-wal-recovery__urEH2nP,db-wal-recovery,openhands,gpt-5-nano@openai,0,71,67,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,I/V,1,STAGNANT,
tb2_dna-assembly__b5N2XyK_11_ctrlSTAG,dna-assembly__b5N2XyK,dna-assembly,codex,gpt-5-codex@openai,0,89,11,10,control_stagnant,1,STAGNANT,STAGNANT,1,1,2,no_new_information,NONE,1,STAGNANT,"Steps 4-11 are repeated shell probes (python/python3 not found, apt update) with no primer-design information gained; sequences.fasta was already known."
tb2_dna-assembly__b5N2XyK_22,dna-assembly__b5N2XyK,dna-assembly,codex,gpt-5-codex@openai,0,89,22,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E,1,PRODUCTIVE,"Steps 15-22 iteratively localise the egfp insertion and the mismatch offsets, producing new overlap evidence that step 23 resumes with index 1008."
tb2_dna-assembly__b5N2XyK_37,dna-assembly__b5N2XyK,dna-assembly,codex,gpt-5-codex@openai,0,89,37,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E,1,PRODUCTIVE,Steps 28-37 accumulate new junction and mismatch data for primer design (flag index mismatches at 30-31; egfp/flag contexts at 37).
tb2_dna-assembly__b5N2XyK_56,dna-assembly__b5N2XyK,dna-assembly,codex,gpt-5-codex@openai,0,89,56,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E,1,PRODUCTIVE,Steps 48-56 iterate primer boundaries and oligotm melting temperatures
tb2_dna-assembly__b5N2XyK_73,dna-assembly__b5N2XyK,dna-assembly,codex,gpt-5-codex@openai,0,89,73,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E,1,PRODUCTIVE,"Steps 66-70 measured the snap 30-mer at Tm 73.8 (over the 72 limit) and accepted the 25-mer at 70.96, narrowing primer candidates."
tb2_dna-assembly__o5NzHz7_19_ctrlSTAG,dna-assembly__o5NzHz7,dna-assembly,deepagent-harbor,gpt-5.2-codex@openai,0,68,19,10,control_stagnant,2,PRODUCTIVE|PRODUCTIVE,PRODUCTIVE,0,1,3,,E,1,PRODUCTIVE,
tb2_dna-assembly__o5NzHz7_33,dna-assembly__o5NzHz7,dna-assembly,deepagent-harbor,gpt-5.2-codex@openai,0,68,33,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I,1,PRODUCTIVE,"Steps 24-33 derived the four Golden Gate overhangs, junction positions and primer annealing regions with oligotm melting temperatures, assembling the full layout."
tb2_dna-assembly__o5NzHz7_45,dna-assembly__o5NzHz7,dna-assembly,deepagent-harbor,gpt-5.2-codex@openai,0,68,45,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,V,1,PRODUCTIVE,Step 41 verifies that the designed BsaI fusion sites yield the expected TGAG/ACCT fragment though steps 42-45 only fail to find oligotm.
tb2_dna-assembly__o5NzHz7_56,dna-assembly__o5NzHz7,dna-assembly,deepagent-harbor,gpt-5.2-codex@openai,0,68,56,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I,1,PRODUCTIVE,Steps 47-53 verify BsaI cut fragments and per-pair Tm differences; step 56 computes the final eight primers and 55 confirms assembled length 3591.
tb2_extract-moves-from-video__ZE44RbF_24,extract-moves-from-video__ZE44RbF,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,97,24,10,position,1,STAGNANT,STAGNANT,1,1,1,no_new_information,NONE,0,,Steps 15-24 return eight empty terminal outputs with one interrupt at 22; no new information and no durable change.
tb2_extract-moves-from-video__ZE44RbF_46,extract-moves-from-video__ZE44RbF,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,97,46,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E,1,PRODUCTIVE,Each step 37-46 yields new OCR transcript lines with timestamps from the video; the transcript knowledge genuinely grows inside the window.
tb2_extract-moves-from-video__ZE44RbF_70,extract-moves-from-video__ZE44RbF,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,97,70,10,position,2,PRODUCTIVE|PRODUCTIVE,PRODUCTIVE,0,1,3,,I/E,1,PRODUCTIVE,"Steps 61-65 wait with empty output, but 68 creates extract_ambiguous.py and 69 reads frame_17733.png yielding the move 'open trap'."
tb2_extract-moves-from-video__ZE44RbF_81,extract-moves-from-video__ZE44RbF,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,97,81,10,position,1,STAGNANT,STAGNANT,1,1,2,no_new_information,NONE,1,PRODUCTIVE,"Step 72 saved stitched_commands.png, then steps 76-81 emit seven empty terminal outputs with no new information, no change and no verification movement."
tb2_extract-moves-from-video__vRcGj7U_18,extract-moves-from-video__vRcGj7U,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,105,18,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,3,,E/I,1,PRODUCTIVE,"Step 14 recreated and ran extract_moves.py; steps 15 and 18 print processed frames and detected commands such as frame 330 '>n', new transcript data."
tb2_extract-moves-from-video__vRcGj7U_50,extract-moves-from-video__vRcGj7U,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,105,50,10,position,1,BLOCKED_EXTERNAL,BLOCKED_EXTERNAL,,1,2,,NONE,1,STAGNANT,Steps 41-50 return empty terminal output while python3 sequence_align_ocr.py at 43 is Stopped; the shell gives the agent nothing back.
tb2_extract-moves-from-video__vRcGj7U_92,extract-moves-from-video__vRcGj7U,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,105,92,10,position,1,PRODUCTIVE,PRODUCTIVE,0,1,2,,E/I,1,PRODUCTIVE,"Step 87 exposed garbled OCR output; steps 89-92 saved cleaned command-strip images and extracted raw_moves.txt, a new evidence path over the same video."
tb2_feal-linear-cryptanalysis__923TJt4_119,feal-linear-cryptanalysis__923TJt4,feal-linear-cryptanalysis,claude-code,claude-haiku-4-5-20251001@anthropic,0,131,119,10,position,1,STAGNANT,STAGNANT,1,1,2,no_new_information,NONE,1,STAGNANT,Steps 110-119 poll the same background attack ten times; every observation is the identical 'status running' with no output.
